,N_S,N_W,S_N,S_W,W_N,W_S
1649,36.539528,21.53256,44.463764,3.6756146,21.02545,8.919112
1650,37.54484,22.403276,45.60742,3.76722,21.72989,10.114809
1651,37.950516,22.260761,46.017586,3.846627,21.570232,11.162997
1652,38.819588,22.656425,47.146404,3.9703166,22.212505,11.261022
1653,39.56641,22.914873,47.641346,4.1145983,22.118345,11.17901
1654,39.979492,23.327782,47.512497,4.2106833,21.651852,11.230206
1655,40.239597,23.70604,47.7011,4.215387,21.463654,11.29368
1656,40.673405,24.232271,48.35672,4.1628942,21.623709,11.703606
1657,39.97838,23.82738,48.28625,4.0200963,20.814804,11.476836
1658,39.55001,23.937399,48.126827,3.886573,20.315466,11.6101265
1659,39.19781,24.092552,47.46749,3.8200386,19.439722,11.878925
1660,38.19476,23.695538,46.391922,3.7984924,18.215305,12.232184
1661,38.679237,24.05118,46.73244,4.1312995,18.847506,12.155952
1662,39.045315,24.374958,47.38431,4.113383,19.255848,11.700886
1663,38.159313,24.322153,46.89485,4.15964,18.921202,11.258944
1664,37.29167,24.06575,45.626904,4.124977,18.003637,10.733821
1665,36.853157,23.981468,45.384857,3.989605,17.658894,10.561304
1666,35.746777,23.451029,44.778805,4.1237626,16.887844,10.888907
1667,35.957073,22.921492,45.211754,4.0817785,17.38821,10.589493
1668,35.873024,22.783754,45.75747,3.845936,17.17424,10.448341
1669,35.041,22.563606,45.94245,3.548365,16.440178,10.280226
1670,33.548634,22.12562,45.547794,3.4373155,15.423174,10.057571
1671,33.9009,22.634636,46.240177,3.5541942,16.02913,9.825591
1672,34.550056,23.3763,47.135006,3.655705,16.92799,9.391611
1673,33.918884,23.979385,47.287437,3.582751,16.905993,9.0764265
1674,33.419094,24.947605,47.446068,3.3624318,16.794073,8.800541
1675,33.97555,25.512684,48.145874,3.16085,17.570879,8.577246
1676,35.151966,25.61556,49.340748,2.885394,19.06332,8.523411
1677,34.845825,25.443474,49.41653,2.5860279,19.474854,8.066519
1678,33.179333,24.439667,47.54168,2.2940538,19.080372,7.530451
1679,31.189932,23.608961,45.350353,2.1109369,18.110928,6.961448
1680,28.716368,23.279367,43.21792,2.051701,17.187452,6.4111624
1681,26.549114,22.930021,40.842907,2.0739815,16.185799,5.8486185
1682,24.4338,22.282112,38.07332,2.053496,15.020099,5.362956
1683,22.562767,21.91793,35.894035,2.0094085,13.897784,4.993287
1684,21.803991,21.75191,34.52949,2.1363833,13.072524,4.8520727
1685,21.069336,21.598087,33.09316,2.1289065,12.417699,4.5968556
1686,20.230642,21.573013,32.29318,2.322201,11.819238,4.51544
1687,19.80973,20.947668,31.027016,2.3907573,11.293038,4.2845726
1688,19.43025,20.405926,29.876024,2.3334928,10.731116,4.135785
1689,18.858969,19.533619,28.299742,2.1996808,10.390748,3.9469368
1690,18.218575,18.693638,27.198523,2.1629753,10.010159,3.8930845
1691,18.088087,18.336582,26.856144,2.0500019,9.851704,3.8780103
1692,18.252998,17.924036,26.749218,1.9421228,9.874691,3.7550645
1693,18.172644,17.507988,26.279814,1.8441014,9.858053,3.6181169
1694,18.291002,17.307978,25.928957,1.8058907,9.875645,3.6474268
1695,18.58471,17.524017,25.6406,1.8098224,9.859374,3.7460377
1696,18.731098,17.24883,25.207396,1.9331877,9.731906,3.8292902
1697,18.589,16.873987,24.851252,2.1754646,9.691247,3.7684143
1698,18.625824,16.584278,25.026093,2.288739,9.746142,3.8981037
1699,19.313522,16.588692,25.110237,2.5080545,9.786816,4.309453
1700,20.232855,16.829754,25.648182,2.636781,9.728428,4.614541
1701,20.947067,16.816326,25.709108,2.6517851,9.613243,4.9411077
1702,21.022602,16.720438,25.756605,2.593164,9.473135,5.16477
1703,20.62621,16.46145,25.580582,2.5417778,9.270897,5.3617606
1704,20.82902,16.376907,25.593428,2.5926106,9.344131,5.528864
1705,21.86407,17.454794,26.419386,2.559308,10.15866,5.7229443
1706,22.556976,18.56995,26.92085,2.6231139,10.5932,5.672301
1707,23.058716,19.229473,27.700335,2.5500262,11.303574,5.6217346
1708,23.39415,19.074396,28.077093,2.493161,11.614716,5.56987
1709,23.875793,18.713491,27.964703,2.398693,11.747849,5.326629
1710,23.964483,18.181759,27.33835,2.286519,11.603612,5.2187114
1711,24.585646,18.10787,27.82762,2.2644086,11.956879,5.0511227
1712,25.579306,17.705788,28.898954,2.3016806,12.674886,4.9055767
1713,25.559284,17.036707,29.046816,2.4241488,12.871277,4.7329535
1714,25.47408,16.17792,29.124958,2.401199,12.823624,4.858787
1715,25.363667,15.273373,28.879517,2.4325151,12.686663,5.055264
1716,25.378548,15.029645,29.38317,2.4478958,12.94398,5.2392144
1717,25.437513,14.364371,29.596907,2.8934925,13.148773,5.2591634
1718,25.571981,13.816624,29.9018,3.13629,13.526462,5.2742853
1719,26.256567,13.931108,30.96182,3.4534688,14.206678,5.614484
1720,26.646324,14.026768,31.33742,3.7491004,14.404584,5.707922
1721,27.346409,13.985388,31.475431,3.797896,14.639445,5.748662
1722,27.576418,13.89816,31.519672,3.8504496,14.727911,5.6519656
1723,28.311867,13.676819,31.574364,3.7343528,15.233791,5.4742723
1724,29.163351,13.451532,32.132057,3.576487,15.818577,5.6226788
1725,28.965073,13.0066,32.100956,3.507581,15.657404,5.4965367
1726,28.91735,13.148113,32.15164,3.4995136,15.49333,5.455081
1727,29.83974,13.465456,32.474834,3.953663,15.424974,5.8065434
1728,30.006182,13.776981,32.417667,4.02164,15.110626,6.0447187
1729,29.72382,13.701007,32.452538,4.0726576,14.76235,6.2077503
1730,29.127768,13.856754,32.46421,4.1584826,14.655587,6.1125183
1731,28.685823,13.827593,32.45407,3.9923625,14.559697,6.110889
1732,28.332773,13.759892,32.43351,3.840434,14.479654,6.111805
1733,27.532068,13.855398,32.373734,3.8097908,14.084778,6.1682963
1734,26.985994,14.001578,32.389706,3.8055317,13.617849,6.613473
1735,26.212652,14.214202,32.1199,3.7682302,13.005632,6.662355
1736,25.803925,14.268856,31.956726,3.716462,12.589903,6.6239486
1737,25.609337,14.478074,31.813595,3.6026618,12.458473,6.6291585
1738,25.26196,14.7778425,31.86601,3.5645764,12.37471,6.4579115
1739,24.950747,14.8654785,31.716705,3.4129734,12.265651,6.238884
1740,25.002373,14.913414,31.798918,3.2034812,12.491371,5.9022756
1741,25.277985,14.589177,31.91589,3.3287697,12.665501,5.655008
1742,25.257402,14.46244,32.46727,3.3391087,12.611239,5.522932
1743,25.085722,14.140324,32.312588,3.233187,12.476395,5.276329
1744,25.019207,14.07891,32.349953,3.1672351,12.300847,5.1669707
1745,25.644333,14.07041,32.542934,3.0246396,12.3752365,5.253451
1746,25.729599,14.327888,32.29414,2.8984811,12.118142,5.305468
1747,26.25232,14.69593,32.622322,2.7385828,12.407295,5.2874284
1748,26.008125,14.935771,32.427597,2.8084247,12.342366,5.3756766
1749,25.973368,15.117432,32.742798,3.070837,12.458161,5.2769537
1750,25.7916,15.47991,32.80543,3.2466984,12.255451,5.2647495
1751,25.664114,15.7221775,33.245483,3.3635027,12.428825,5.2549753
1752,24.830654,15.6097765,33.17663,3.4381971,12.575109,5.19922
1753,24.574114,15.490041,33.58059,3.4243078,12.87844,5.166694
1754,24.519255,15.14281,33.74424,3.3032382,12.857094,5.305105
1755,24.821857,15.035351,34.253796,3.225141,13.1468,5.388571
1756,25.608978,15.091066,35.154686,3.1290348,13.754557,5.593425
1757,26.547802,14.996204,35.851948,2.975345,13.931717,5.862789
1758,27.2452,14.693079,35.918514,2.8470013,13.777639,6.106764
1759,27.113111,14.507106,35.40424,2.8373969,13.28665,6.2712407
1760,26.898542,14.532082,34.976513,3.0005121,12.847013,6.3271275
1761,26.564573,14.6382675,34.50983,3.3207545,12.518116,6.3622413
1762,26.06938,14.702875,34.44565,3.6276968,12.21273,6.4319267
1763,25.167921,14.434627,33.795223,3.8073568,11.749349,6.6937666
1764,24.996113,14.437618,33.762615,3.7808716,11.714443,6.8902206
1765,24.594181,14.248528,33.43392,3.891168,11.611014,7.1534486
1766,25.220005,14.786778,34.01461,3.9722571,11.88153,7.5685716
1767,27.450817,16.169092,35.5608,4.3075686,13.311322,8.123089
1768,29.382793,18.022038,37.490917,4.5583925,14.56904,8.805744
1769,30.74531,19.71384,39.307568,4.632556,15.635476,8.7943535
1770,30.589317,20.404926,40.234245,5.104748,15.922504,8.764382
1771,30.122421,20.795403,40.53034,5.440717,15.666096,9.15117
1772,28.980885,20.998663,40.48513,5.625658,15.076081,9.111984
1773,27.940973,20.608124,40.323082,5.763191,14.366205,8.980405
1774,27.045792,20.18352,40.544327,5.672821,13.777528,8.535612
1775,26.09517,19.638456,40.473682,5.572509,13.053793,8.174092
1776,25.059914,19.15431,39.760944,5.4076915,12.2566595,7.8790493
1777,24.703674,19.394375,39.627514,5.156916,12.192183,7.5458612
1778,24.660818,20.094677,39.996227,4.7603683,12.198351,7.210557
1779,25.04735,20.660797,40.200756,4.572952,12.3964615,6.747195
1780,25.637434,20.864182,40.805008,4.297781,13.02544,6.231536
1781,25.442238,20.737011,40.435436,4.054662,13.19584,5.709512
1782,25.19741,21.02487,39.79801,3.899602,13.050135,5.6142125
1783,25.24837,21.90721,39.90625,3.603724,13.102386,5.8586125
1784,25.450666,22.069424,39.77087,3.757847,12.909569,6.1936617
1785,25.394197,21.695606,39.995487,3.8612263,12.545123,6.358658
1786,25.662313,21.192984,40.731598,3.9952943,12.315485,6.5143895
1787,27.303812,21.54393,42.774315,4.302953,12.889972,6.7662787
1788,28.31956,21.365902,44.32272,4.2568707,13.03109,6.79697
1789,29.114513,20.607672,45.382885,4.160111,13.201284,6.7926874
1790,30.032736,20.585857,46.55698,4.0332785,13.623343,6.6119323
1791,30.146122,19.875788,46.794514,3.8416743,13.516986,6.533196
1792,31.026722,19.668697,47.362087,3.6813576,14.013275,6.692102
1793,30.848486,19.144506,47.384884,3.551719,13.928889,6.6661596
1794,30.937447,18.664055,47.169212,3.2975192,14.124594,6.7996626
1795,30.879622,18.4384,46.86302,3.1852314,13.874599,7.330921
1796,30.517754,18.567844,46.421337,3.063858,13.396692,7.776722
1797,29.80845,18.713009,45.806965,2.8960443,12.860134,7.8792477
1798,28.918123,18.449791,44.883415,2.8138437,12.346058,7.975106
1799,28.616646,19.066868,44.53672,2.931897,12.452217,7.999506
1800,28.56509,18.970469,44.483932,2.9712427,12.48522,8.0944805
1801,29.592342,18.980827,45.372185,2.8640432,13.781145,7.8489914
1802,29.73625,18.71638,45.592472,2.7195272,14.206066,7.666437
1803,29.654222,18.558369,44.73806,2.7011356,14.100138,7.8250175
1804,30.04071,18.90774,44.60306,2.766384,14.532787,8.253742
1805,30.699272,19.15837,45.047527,2.834207,15.1856785,8.468218
1806,30.838888,18.992184,44.858032,2.903737,15.242695,8.332043
1807,30.471611,18.865452,44.698154,3.1223853,15.029498,8.367707
1808,30.407635,18.468208,44.7942,3.371106,14.781507,8.564625
1809,29.88339,17.915272,43.540928,3.420073,14.3921,8.919683
1810,29.801336,17.560316,42.854126,3.4469566,14.536398,8.996093
1811,29.780266,17.03444,41.777176,3.345358,14.336634,8.955373
1812,31.367186,17.152449,42.20551,3.1261175,15.783697,8.62814
1813,31.416079,17.027355,41.909706,3.1422505,16.919783,8.247115
1814,31.134123,16.914625,40.889294,3.000596,17.185406,8.003026
1815,30.805264,17.070677,40.156097,2.8751676,17.098284,7.8582287
1816,30.363499,17.171547,39.31402,2.766254,16.707062,7.577137
1817,31.101835,17.536741,39.151672,2.7699347,17.064808,7.3314176
1818,31.763529,18.004412,39.027424,2.6970685,17.133831,7.117959
1819,32.424,18.0093,39.321156,2.6334765,17.152521,6.8868732
1820,32.38854,17.837034,39.618816,2.6268063,16.603848,6.7078023
1821,32.921455,18.110043,40.376415,2.8032558,16.457432,6.4215865
1822,32.786385,17.788126,40.459965,2.7886312,15.839944,6.3389544
1823,33.104324,18.183693,41.154697,2.8067625,16.069962,6.229468
1824,33.464462,18.754335,41.423725,2.7930028,15.888726,6.6299887
1825,33.99557,19.267689,41.865406,2.9070654,16.12341,6.966358
1826,34.36243,19.441534,42.526154,3.0485005,16.369596,7.096437
1827,34.16857,19.222385,42.5526,3.0481648,16.125149,7.1418777
1828,33.598083,19.08221,42.71632,3.062789,15.79065,7.0779204
1829,33.159805,19.037922,43.07781,3.0338666,15.631226,7.165704
1830,32.36874,18.773508,42.736645,2.9804242,15.029493,7.0195947
1831,32.316833,18.828617,42.97362,3.210232,15.050909,7.0010324
1832,32.076324,18.896544,43.47368,3.301906,15.407155,6.7486606
1833,31.895739,19.246609,43.625454,3.2550714,15.35346,6.85023
1834,32.10602,19.575369,43.90538,3.2770286,15.090683,7.042676
1835,32.62494,19.547438,43.793015,3.2370021,14.982392,7.124257
1836,31.918747,19.851055,43.86361,3.1635122,14.762516,6.981321
1837,30.357895,19.910055,43.7557,3.019924,14.553553,6.6561847
1838,29.040243,19.820196,43.700455,2.8424473,14.204041,6.2826953
1839,27.955715,19.517288,43.153645,2.7989283,13.94402,6.1470585
1840,27.309584,19.530972,42.95721,2.7453794,13.722378,5.9622746
1841,26.948591,19.786936,42.71127,2.836945,13.64996,5.9652805
1842,27.80292,20.606052,43.43673,2.8152604,14.071394,6.142122
1843,27.43808,21.06724,43.394413,2.7781327,13.979278,6.3104973
1844,26.555573,20.794735,43.005623,2.6351414,13.542076,6.4161754
1845,25.787518,20.428984,42.336506,2.5763757,13.023597,6.3263493
1846,25.116032,19.795855,41.425804,2.5734332,12.6029825,6.219536
1847,24.685045,19.019592,40.75229,2.4627893,12.437282,6.0046024
1848,24.484987,18.468002,40.047665,2.4340563,12.205995,5.881725
1849,24.835802,18.253458,39.533154,2.3138456,12.509529,5.6239753
1850,24.897427,18.015074,39.00733,2.2857041,12.5643,5.347137
1851,25.423315,18.309736,38.602512,2.1736279,12.772779,5.4373693
1852,26.565441,19.06108,38.81325,2.017432,13.608013,5.8149743
1853,26.834362,18.913784,38.198997,1.8440815,13.757145,6.0749793
1854,26.166954,18.651659,37.12491,1.8477349,13.671163,6.3617744
1855,26.115967,18.6194,36.91671,1.872272,13.905168,6.5932145
1856,26.677431,19.346119,37.46474,1.8643944,14.323554,6.725604
1857,27.398,20.107616,37.74198,1.9305075,14.510759,6.84176
1858,28.418962,21.54615,38.678703,1.9459424,14.619729,7.487243
1859,29.279346,22.354473,38.819077,2.1629157,14.464272,7.8217936
1860,30.74018,24.50058,39.90174,2.3084514,15.564241,7.7479563
1861,31.289228,25.84075,39.953568,2.4535933,15.90248,8.040543
1862,31.788034,27.197786,40.538166,2.5415418,16.03556,8.538115
1863,32.99592,27.399284,42.05241,2.638464,17.186348,8.460281
1864,34.116264,27.486582,43.14598,2.7842526,17.80442,9.089266
1865,35.019627,26.755507,43.247063,2.802507,17.944254,9.2990675
1866,35.683655,26.053082,44.282993,2.9870522,18.152073,9.615534
1867,36.58456,26.085049,45.57893,3.0125303,18.651564,9.446744
1868,37.322666,26.102152,46.36149,3.0446563,18.709692,9.254959
1869,36.386368,26.145725,47.360397,3.1268196,18.096508,9.181174
1870,35.373547,25.546356,47.625725,3.136066,17.058416,8.8002
1871,35.55705,25.227314,48.26848,3.3514977,17.572674,8.82314
1872,35.6736,24.849674,48.3945,3.4272451,17.335785,9.094577
1873,35.082443,24.677687,48.01859,3.3610184,16.66573,9.265865
1874,35.51082,23.918554,48.371857,3.567665,16.931572,9.763828
1875,35.70551,23.039545,48.11939,3.9370117,16.55992,9.651816
1876,36.195454,22.437607,48.043507,4.0106974,16.797548,10.257728
1877,37.158485,22.623339,49.02045,3.8973997,17.445223,11.47796
1878,38.098763,23.065739,50.45373,3.8354535,18.327343,11.885903
1879,39.235897,23.322075,51.59584,3.9133706,19.31069,11.458322
1880,39.69635,23.590117,51.78445,4.0237675,19.511232,11.168071
1881,38.89114,23.855654,51.07471,3.930362,19.041098,10.970985
1882,38.533733,24.648926,51.410446,3.8837068,19.251398,10.665642
1883,37.116875,25.055288,51.49066,3.919113,18.784964,10.326748
1884,36.569687,24.700804,51.13872,3.785428,18.75226,9.880723
1885,37.0366,24.631376,51.354954,3.6140523,19.389782,10.338521
1886,37.16059,24.295115,51.49915,3.4833925,19.45405,11.146518
1887,38.56664,23.727415,52.485416,3.5419507,20.860674,11.0786085
1888,38.113377,22.81926,51.792145,3.3999963,21.109703,10.528546
1889,36.262962,21.500921,49.861225,3.1953464,20.506075,9.7258625
1890,33.484962,20.337748,46.880527,2.918272,19.563911,8.817067
1891,30.6583,19.55834,43.854286,2.6597354,18.40916,7.811321
1892,27.651413,18.807356,40.476715,2.4301555,17.022568,6.8402123
1893,24.754578,18.223646,37.01625,2.1863892,15.849419,6.014717
1894,22.11777,17.47762,33.732,1.9928917,14.652013,5.323735
1895,20.208803,16.751173,31.220434,1.80002,13.702473,4.676619
1896,18.733543,16.483074,28.976713,1.6627891,12.803506,4.244058
1897,18.072165,17.160526,28.349237,1.6546401,12.060744,3.981524
1898,17.296259,17.391123,27.224123,1.7287004,11.420878,3.7262816
1899,16.381107,17.21112,25.695185,1.7599869,11.078234,3.4924936
1900,15.868672,16.671595,24.50239,1.8119699,10.818703,3.3646808
1901,15.196438,16.643963,23.568674,1.8264251,10.530603,3.3718562
1902,14.795385,16.569115,23.15631,1.770054,10.276108,3.405047
1903,14.998173,16.487637,22.745754,1.6749581,10.1819105,3.3374639
1904,15.155457,15.976467,22.233751,1.5610337,9.971467,3.2868721
1905,15.012525,15.648617,21.488945,1.5702802,9.861574,3.2549126
1906,14.901394,15.289029,20.760675,1.5667436,9.729413,3.1940527
1907,14.596358,15.029424,19.885756,1.5150222,9.623935,3.04675
1908,14.271198,15.65368,19.332312,1.5228226,9.439333,2.9730833
1909,13.914131,16.21538,19.01515,1.6133915,9.218748,3.0308044
1910,13.791003,16.18505,18.580467,1.661602,9.006891,3.1206346
1911,13.770571,16.115541,18.65232,1.7295365,8.927946,3.0731866
1912,14.166954,16.410414,18.826317,1.7121844,8.840844,3.0514543
1913,14.373757,16.553003,18.541952,1.686266,8.715334,3.014605
1914,14.54637,16.963408,18.366812,1.7481384,8.597829,3.0069299
1915,15.479985,17.341173,18.467817,1.7708948,8.888615,2.9687104
1916,16.503784,17.624004,18.70098,1.768601,9.321232,2.8824794
1917,17.621466,17.698662,18.99503,1.7061096,9.720181,2.8520277
1918,18.18977,17.426725,18.935213,1.611191,9.828344,3.0949748
1919,19.18742,17.329897,19.706463,1.6745569,9.850805,3.5579596
1920,19.652342,16.604952,20.135567,1.7477472,9.807264,3.7889059
1921,19.801819,16.106665,20.51023,1.7314742,9.650838,3.960771
1922,20.228273,15.931944,20.939842,1.6614591,9.662548,3.94939
1923,21.138071,15.764152,21.804846,1.7386158,10.007614,4.0019255
1924,22.433855,15.783716,23.057152,1.8628248,10.092571,4.888455
1925,23.022352,15.736619,23.794052,2.1070893,9.992572,5.4067693
1926,22.846277,15.213612,24.03674,2.274443,9.789243,5.6284585
1927,23.006208,15.415608,24.782139,2.482953,10.062883,6.022804
1928,23.130905,15.068346,24.933643,2.6593635,10.225895,6.071935
1929,22.765322,14.777587,25.074306,2.6582417,10.283834,5.9578714
1930,22.743881,14.535952,25.274834,2.6904266,10.526735,5.6487417
1931,22.635237,14.409504,25.581247,2.7413635,10.800335,5.3286076
1932,22.420368,13.881791,25.62926,2.7535923,10.893073,5.064351
1933,22.295315,13.892651,26.01362,2.7420855,11.0536375,4.896531
1934,21.913513,13.411197,25.9504,2.6184664,10.952785,4.703458
1935,21.2658,12.915076,25.679089,2.6685784,10.689757,4.6506295
1936,20.837767,12.274179,25.57237,2.6284459,10.574367,4.592494
1937,20.288338,11.972684,25.192108,2.6371486,10.309571,4.584396
1938,19.72205,11.854084,25.12699,2.7240112,10.062512,4.4231477
1939,19.755829,11.937209,25.358244,2.6603987,10.055086,4.181955
1940,19.996195,12.003635,25.47029,2.6042204,10.073101,3.9861853
1941,20.850344,12.877072,26.013988,2.5550513,10.540585,3.9674268
1942,21.339262,13.579964,26.030516,2.514612,10.676567,4.0615435
1943,21.390688,13.765545,25.755953,2.4827714,10.577978,3.9927158
1944,21.797104,13.590053,25.91198,2.3614128,10.808395,3.9629357
1945,21.794281,13.630939,25.80934,2.1902742,10.763207,3.9566958
1946,21.862633,13.624985,25.625854,1.9981993,10.660475,4.0613675
1947,22.435257,14.106744,26.0676,1.8473992,11.019066,4.2309475
1948,22.180084,13.977965,26.061392,1.8202771,11.272336,4.242237
1949,22.255882,13.695615,26.132025,1.7816775,11.512045,4.251556
1950,25.009422,14.730163,28.106043,2.016626,13.17202,4.923597
1951,26.127644,15.009001,29.232111,2.3253977,13.946291,5.3590565
1952,26.260155,15.081039,29.538641,2.5221832,14.054176,5.4839983
1953,25.95181,15.159559,29.130606,2.586685,13.72866,5.7674522
1954,24.786266,15.148554,28.614122,2.711124,13.313722,5.816281
1955,23.516592,15.122589,28.033213,2.7159712,12.8240795,5.721208
1956,22.459702,15.738544,27.7054,2.6013267,12.285169,5.850147
1957,22.201399,15.906351,27.887508,2.5125234,12.346962,5.7466235
1958,21.765741,16.151932,28.639454,2.5868435,12.236534,5.812929
1959,21.298939,16.071358,28.975193,2.66764,11.972398,5.871228
1960,20.844568,16.00532,29.332245,2.651456,11.567958,5.924851
1961,20.467255,15.953771,29.770517,2.674842,11.307646,5.8249283
1962,20.971333,16.016256,30.545576,2.6726995,11.597603,5.684286
1963,21.199507,15.991745,30.8165,2.656027,11.555322,5.572516
1964,22.728273,16.438955,32.03717,2.7759898,12.484608,5.3859835
1965,23.758993,16.859999,33.572372,2.9282992,13.166599,5.212442
1966,24.135054,16.93077,34.070835,2.9950128,13.407968,5.2578306
1967,24.59914,17.021614,34.54008,3.1060803,13.619932,5.332482
1968,24.602785,16.737402,34.939373,3.7035248,13.437257,5.22893
1969,24.359735,16.582287,35.007065,4.1619654,13.114554,5.167026
1970,24.200146,16.192976,35.280964,4.3412952,12.8458805,5.286453
1971,24.192616,15.981791,35.513885,4.3846636,12.759294,5.632008
1972,24.174776,15.582042,35.18475,4.3951254,12.593521,5.6798377
1973,24.324015,15.35713,35.00464,4.437904,12.487336,5.7941117
1974,25.11502,15.641544,35.62415,4.6089377,12.560244,6.293841
1975,25.142387,15.877951,36.042072,4.6218996,12.280701,6.656147
1976,24.911505,15.912569,35.840225,4.655909,11.971832,6.97809
1977,24.592846,16.1774,36.04229,4.5835443,11.810718,7.095803
1978,24.134443,16.592066,36.017727,4.452869,11.657873,6.9787083
1979,23.872774,17.253397,35.859306,4.1391444,11.335182,6.7698646
1980,23.718401,17.699238,35.894344,3.776302,11.171922,6.46216
1981,23.206057,18.19425,35.839294,3.6650534,10.849851,6.1578264
1982,22.477856,18.298956,35.650146,4.0397377,10.47431,5.8219867
1983,22.17128,18.631386,35.935722,4.202685,10.36082,5.530866
1984,21.342754,18.764027,35.679966,4.5207806,10.171613,5.3301196
1985,21.234488,19.23336,35.579475,4.564595,10.261026,5.2963624
1986,20.76739,19.261843,35.231262,4.6704254,10.139558,5.172534
1987,20.846136,19.377504,35.258698,4.520005,10.182334,5.0027394
1988,20.874722,19.837929,35.37334,4.612588,10.054205,5.1769476
1989,21.429096,20.489288,35.937756,4.5015035,10.533439,5.5016785
1990,21.579815,20.753483,36.410484,4.2849727,10.655471,5.5960283
1991,22.384205,20.804037,37.133682,3.963988,11.268143,6.0992737
1992,22.33089,20.18743,37.147118,3.6538463,11.572112,6.122684
1993,21.947351,19.450535,37.212646,3.3722177,11.579405,6.370441
1994,21.440575,18.614962,37.69583,3.2831693,11.460916,6.4607587
1995,20.667097,17.968777,37.681046,3.1656342,11.161039,6.4543724
1996,19.603273,17.308607,37.773926,2.9893422,10.9315,6.28689
1997,18.770369,16.777435,37.26546,2.742885,10.584452,5.9795933
1998,18.615875,16.221249,37.119686,2.5153344,10.238823,6.257206
1999,18.12487,15.518374,36.330036,2.4117506,10.003472,6.318543
2000,18.136229,15.062017,35.954113,2.290822,9.878002,6.5814075
2001,17.850227,14.427806,35.54337,2.122044,9.866219,6.675518
2002,18.344616,14.238388,35.882725,2.1176167,10.289598,7.0039973
2003,19.443699,14.324872,36.53917,2.0739007,10.826766,7.3372393
2004,20.278278,14.4118595,37.146927,2.0613399,11.115456,7.388302
2005,21.561283,14.665431,38.160366,2.0723057,12.057043,7.26277
2006,22.714455,14.892789,38.492355,2.1407456,12.613649,7.080675
2007,24.07036,15.229413,39.01195,2.4342635,13.252844,6.870603
2008,25.029905,15.82114,39.58605,2.6668391,13.791071,6.8110285
2009,26.24538,16.634716,40.510677,2.8006873,14.270731,7.3360267
2010,26.964893,17.311563,41.21297,2.863747,14.47455,7.493781
2011,26.489403,17.843857,41.11933,2.8779647,14.462051,7.533201
2012,25.793484,17.817375,41.201008,2.7610948,14.024096,7.439355
2013,24.996712,17.77015,41.13508,2.6656945,13.512407,7.217276
2014,24.456974,17.5666,41.46522,2.6356416,12.8836775,6.9266276
2015,23.784952,17.375181,40.96153,2.6503737,12.179465,6.65696
2016,23.033709,17.364965,39.516876,2.5942225,11.571895,6.7481833
2017,22.268309,17.085112,38.26835,2.5483458,10.999394,7.1854825
2018,22.383371,16.728027,37.67749,2.5121222,10.797498,7.4085846
2019,22.079771,16.754644,37.540184,2.5790753,10.554202,7.239124
2020,21.456987,16.566221,36.63261,2.5586557,10.726705,7.1326833
2021,21.55257,16.328789,35.56116,2.5859094,10.940073,7.1194277
2022,21.018272,15.6204195,34.43102,2.5919023,11.046572,7.1121306
2023,21.599642,15.4614105,34.345703,2.6348367,11.5859165,7.3485055
2024,23.266396,15.254319,35.024666,2.6985085,12.984919,7.1793885
2025,25.601679,15.616382,36.238083,2.773922,14.592888,7.2518578
2026,26.866673,16.197462,36.782677,2.7041123,15.527102,7.132824
2027,27.397818,16.554169,36.593372,2.5928266,15.645785,7.358383
2028,27.577602,17.119263,37.089336,2.556898,15.527489,7.6012554
2029,27.304285,17.83893,37.253956,2.5711343,14.942303,7.9129
2030,27.164215,18.33774,37.808933,2.6663582,14.410198,7.9158936
2031,27.052523,18.307014,38.255196,2.711269,13.898735,7.677063
2032,28.022642,18.20526,39.43834,2.8215015,14.43535,7.3986483
2033,28.180079,17.732485,39.295864,2.8672204,14.450388,7.1571126
2034,27.263336,17.161537,38.42469,2.9705687,14.29172,7.0026965
2035,26.833084,16.551212,38.200962,3.1540074,14.263495,6.7616076
2036,26.487514,16.239393,38.158367,3.3308232,13.887248,6.580096
2037,27.029814,16.526688,39.01936,3.3914244,14.255712,6.5520964
2038,27.809849,16.930489,39.889862,3.3753967,14.584583,6.6222386
2039,28.186085,17.44426,40.437725,3.3096561,14.419494,6.81328
2040,28.340942,17.713192,41.186455,3.216507,14.146454,6.8545127
2041,28.72529,17.777672,41.713783,3.0589664,13.944255,6.753526
2042,28.860554,18.103264,42.474823,2.8717885,13.799898,6.6180315
2043,29.563772,17.790403,42.753197,2.6761537,13.56401,6.5151043
2044,30.38841,17.772406,43.188015,2.5822272,13.817102,6.3865166
2045,29.935173,17.394852,42.743237,2.6045403,13.666525,6.1511517
2046,30.407461,17.921837,42.7071,2.5073035,14.230669,6.1751666
2047,29.435015,18.12869,42.049606,2.628042,14.245361,6.1902285
2048,29.485142,17.92971,42.282017,2.833115,14.962,6.4911404
2049,29.290812,17.469864,42.058247,3.0378978,14.923673,6.8959475
2050,30.61699,17.634878,42.512295,3.0781388,15.797269,7.54001
2051,30.954165,17.759079,42.355522,3.2651231,15.891485,7.993887
2052,30.790129,17.905945,42.341526,3.4333746,15.803209,8.371768
2053,30.386122,17.898169,41.91138,3.4795938,15.277811,8.507994
2054,30.446814,18.689774,41.969387,3.4440405,15.11007,8.484409
2055,30.266285,18.706676,41.50989,3.4644918,14.568282,8.651886
2056,29.979197,18.880308,41.39534,3.3568954,14.016098,8.418172
